timestamp,temperature,wind_100m,solar_radiation,cloud_cover
2023-06-06 20:00:00,21.9,15.2,6.0,50
2023-06-06 21:00:00,20.1,13.3,0.0,42
2023-06-06 22:00:00,18.6,13.9,0.0,26
2023-06-06 23:00:00,17.5,13.0,0.0,28
2023-06-07 00:00:00,16.6,13.7,0.0,44
2023-06-07 01:00:00,16.1,16.3,0.0,69
2023-06-07 02:00:00,15.9,7.9,0.0,84
2023-06-07 03:00:00,17.0,10.5,0.0,83
2023-06-07 04:00:00,16.9,14.0,0.0,90
2023-06-07 05:00:00,16.6,16.2,0.0,74
2023-06-07 06:00:00,17.5,15.1,13.0,0
2023-06-07 07:00:00,20.0,13.8,111.0,28
2023-06-07 08:00:00,21.9,8.0,270.0,62
2023-06-07 09:00:00,23.5,8.4,444.0,79
2023-06-07 10:00:00,25.4,8.6,588.0,93
2023-06-07 11:00:00,26.8,9.8,710.0,99
2023-06-07 12:00:00,28.0,11.3,774.0,97
2023-06-07 13:00:00,28.5,7.4,794.0,100
2023-06-07 14:00:00,26.2,19.1,681.0,100
2023-06-07 15:00:00,26.0,11.2,441.0,100
2023-06-07 16:00:00,25.9,9.6,309.0,100
2023-06-07 17:00:00,25.2,10.5,115.0,100
2023-06-07 18:00:00,24.5,6.8,56.0,100
2023-06-07 19:00:00,24.0,2.3,19.0,98
2023-06-07 20:00:00,23.2,4.3,1.0,100
2023-06-07 21:00:00,22.5,5.9,0.0,100
2023-06-07 22:00:00,21.9,5.5,0.0,100
2023-06-07 23:00:00,21.1,4.5,0.0,67
2023-06-08 00:00:00,20.1,5.2,0.0,65
2023-06-08 01:00:00,18.9,6.9,0.0,100
2023-06-08 02:00:00,20.2,13.4,0.0,100
2023-06-08 03:00:00,20.1,9.4,0.0,91
2023-06-08 04:00:00,19.5,15.0,0.0,86
2023-06-08 05:00:00,18.8,11.7,0.0,38
2023-06-08 06:00:00,19.2,10.5,9.0,50
2023-06-08 07:00:00,21.0,11.9,65.0,51
2023-06-08 08:00:00,22.9,10.1,188.0,23
2023-06-08 09:00:00,24.3,7.1,314.0,6
2023-06-08 10:00:00,25.4,4.1,569.0,11
2023-06-08 11:00:00,26.0,9.4,592.0,47
2023-06-08 12:00:00,26.4,11.9,417.0,69
2023-06-08 13:00:00,24.4,13.7,347.0,100
2023-06-08 14:00:00,26.4,2.7,359.0,99
2023-06-08 15:00:00,27.9,7.6,513.0,41
2023-06-08 16:00:00,28.2,4.3,465.0,32
2023-06-08 17:00:00,26.8,9.6,294.0,58
2023-06-08 18:00:00,24.6,8.9,171.0,90
2023-06-08 19:00:00,24.4,11.7,40.0,16
2023-06-08 20:00:00,23.8,13.7,5.0,13
2023-06-08 21:00:00,22.9,5.6,0.0,23
2023-06-08 22:00:00,22.0,6.1,0.0,1
2023-06-08 23:00:00,21.2,7.9,0.0,6
2023-06-09 00:00:00,20.5,3.6,0.0,1
2023-06-09 01:00:00,19.9,3.9,0.0,3
2023-06-09 02:00:00,19.0,4.3,0.0,2
2023-06-09 03:00:00,19.5,5.2,0.0,0
2023-06-09 04:00:00,18.9,5.9,0.0,0
2023-06-09 05:00:00,18.2,7.3,0.0,0
2023-06-09 06:00:00,18.5,8.6,13.0,0
2023-06-09 07:00:00,21.4,8.7,107.0,0
2023-06-09 08:00:00,23.5,4.6,266.0,0
2023-06-09 09:00:00,25.2,4.6,436.0,0
2023-06-09 10:00:00,26.7,3.1,589.0,0
2023-06-09 11:00:00,27.8,4.6,707.0,2
2023-06-09 12:00:00,28.9,8.1,770.0,34
2023-06-09 13:00:00,29.0,11.8,719.0,76
2023-06-09 14:00:00,28.1,18.2,632.0,39
2023-06-09 15:00:00,26.9,13.7,449.0,22
2023-06-09 16:00:00,27.1,15.8,375.0,47
2023-06-09 17:00:00,25.8,19.5,282.0,20
2023-06-09 18:00:00,24.2,17.7,197.0,0
2023-06-09 19:00:00,23.0,9.8,82.0,15
2023-06-09 20:00:00,22.4,3.3,6.0,96
2023-06-09 21:00:00,22.3,3.3,0.0,81
2023-06-09 22:00:00,22.0,7.6,0.0,68
2023-06-09 23:00:00,21.5,8.2,0.0,60
2023-06-10 00:00:00,20.8,6.9,0.0,94
2023-06-10 01:00:00,20.8,5.2,0.0,3
2023-06-10 02:00:00,20.9,3.9,0.0,0
2023-06-10 03:00:00,20.9,3.4,0.0,17
2023-06-10 04:00:00,20.4,4.3,0.0,70
2023-06-10 05:00:00,20.0,3.1,0.0,65
2023-06-10 06:00:00,21.0,2.2,13.0,29
2023-06-10 07:00:00,22.8,5.4,94.0,94
2023-06-10 08:00:00,24.0,4.6,239.0,13
2023-06-10 09:00:00,25.4,5.7,432.0,8
2023-06-10 10:00:00,27.0,8.0,588.0,23
2023-06-10 11:00:00,28.1,10.9,675.0,39
2023-06-10 12:00:00,27.6,18.6,627.0,62
2023-06-10 13:00:00,26.6,18.6,624.0,99
2023-06-10 14:00:00,25.2,8.7,309.0,100
2023-06-10 15:00:00,26.1,1.8,187.0,100
2023-06-10 16:00:00,26.1,13.1,60.0,100
2023-06-10 17:00:00,25.3,12.7,15.0,100
2023-06-10 18:00:00,25.0,8.9,36.0,99
2023-06-10 19:00:00,24.2,7.7,31.0,6
2023-06-10 20:00:00,23.3,1.8,6.0,29
2023-06-10 21:00:00,23.4,0.5,0.0,7
2023-06-10 22:00:00,23.0,1.6,0.0,88
2023-06-10 23:00:00,23.1,4.2,0.0,90
2023-06-11 00:00:00,22.4,5.8,0.0,38
2023-06-11 01:00:00,21.8,5.4,0.0,66
2023-06-11 02:00:00,22.3,2.8,0.0,11
2023-06-11 03:00:00,22.1,5.4,0.0,9
2023-06-11 04:00:00,21.2,3.1,0.0,19
2023-06-11 05:00:00,20.6,6.3,0.0,11
2023-06-11 06:00:00,21.0,7.4,12.0,17
2023-06-11 07:00:00,23.0,7.2,99.0,55
2023-06-11 08:00:00,24.8,3.7,225.0,60
2023-06-11 09:00:00,25.2,2.7,351.0,62
2023-06-11 10:00:00,25.5,8.5,476.0,55
2023-06-11 11:00:00,24.2,9.3,395.0,73
2023-06-11 12:00:00,23.1,15.4,278.0,98
2023-06-11 13:00:00,22.0,3.9,31.0,83
2023-06-11 14:00:00,21.2,15.5,209.0,100
2023-06-11 15:00:00,22.5,20.6,68.0,100
2023-06-11 16:00:00,24.2,4.7,214.0,77
2023-06-11 17:00:00,24.4,6.0,332.0,62
2023-06-11 18:00:00,24.0,10.4,144.0,68
2023-06-11 19:00:00,23.5,8.9,55.0,65
2023-06-11 20:00:00,23.0,4.0,4.0,79
2023-06-11 21:00:00,22.6,4.7,0.0,94
2023-06-11 22:00:00,21.9,7.2,0.0,19
2023-06-11 23:00:00,21.0,6.3,0.0,24
2023-06-12 00:00:00,20.3,8.7,0.0,27
2023-06-12 01:00:00,19.5,11.6,0.0,72
2023-06-12 02:00:00,19.2,4.8,0.0,92
2023-06-12 03:00:00,19.4,1.8,0.0,43
2023-06-12 04:00:00,19.0,3.5,0.0,18
2023-06-12 05:00:00,18.6,5.7,0.0,16
2023-06-12 06:00:00,19.5,6.6,11.0,8
2023-06-12 07:00:00,21.5,8.4,101.0,10
2023-06-12 08:00:00,23.1,5.3,255.0,28
2023-06-12 09:00:00,24.5,4.0,408.0,26
2023-06-12 10:00:00,25.6,2.6,556.0,24
2023-06-12 11:00:00,26.3,0.8,598.0,100
2023-06-12 12:00:00,26.4,7.6,367.0,57
2023-06-12 13:00:00,27.2,5.2,516.0,70
2023-06-12 14:00:00,21.5,10.5,456.0,66
2023-06-12 15:00:00,24.9,4.7,359.0,74
2023-06-12 16:00:00,23.9,15.4,330.0,82
2023-06-12 17:00:00,23.8,8.4,158.0,66
2023-06-12 18:00:00,24.2,4.5,137.0,77
2023-06-12 19:00:00,24.0,2.2,37.0,53
2023-06-12 20:00:00,23.6,1.1,4.0,88
2023-06-12 21:00:00,22.4,4.4,0.0,100
2023-06-12 22:00:00,21.4,7.7,0.0,40
2023-06-12 23:00:00,20.3,9.9,0.0,20
2023-06-13 00:00:00,19.4,10.4,0.0,3
2023-06-13 01:00:00,18.6,11.5,0.0,3
2023-06-13 02:00:00,18.5,14.4,0.0,0
2023-06-13 03:00:00,19.4,16.4,0.0,19
2023-06-13 04:00:00,19.3,17.5,0.0,30
2023-06-13 05:00:00,19.0,15.5,0.0,7
2023-06-13 06:00:00,19.8,14.4,11.0,14
2023-06-13 07:00:00,21.4,9.8,89.0,29
2023-06-13 08:00:00,22.6,8.3,197.0,32
2023-06-13 09:00:00,23.9,8.8,328.0,36
2023-06-13 10:00:00,25.0,8.9,470.0,11
2023-06-13 11:00:00,25.8,7.3,656.0,36
2023-06-13 12:00:00,26.5,5.0,657.0,100
2023-06-13 13:00:00,25.9,13.7,428.0,100
2023-06-13 14:00:00,20.8,2.9,129.0,61
2023-06-13 15:00:00,22.7,5.6,216.0,18
2023-06-13 16:00:00,23.6,12.2,515.0,68
2023-06-13 17:00:00,22.1,12.7,302.0,42
2023-06-13 18:00:00,21.3,15.6,120.0,31
2023-06-13 19:00:00,21.1,10.5,67.0,22
2023-06-13 20:00:00,20.5,8.8,5.0,95
2023-06-13 21:00:00,19.9,9.2,0.0,100
2023-06-13 22:00:00,19.2,7.1,0.0,100
2023-06-13 23:00:00,18.7,5.4,0.0,100
2023-06-14 00:00:00,18.3,6.5,0.0,100
2023-06-14 01:00:00,17.6,8.0,0.0,98
2023-06-14 02:00:00,17.7,7.2,0.0,84
2023-06-14 03:00:00,17.9,6.6,0.0,89
2023-06-14 04:00:00,17.4,6.3,0.0,86
2023-06-14 05:00:00,16.9,7.1,0.0,100
2023-06-14 06:00:00,17.8,5.3,9.0,8
2023-06-14 07:00:00,20.8,7.3,97.0,0
2023-06-14 08:00:00,22.5,3.7,266.0,1
2023-06-14 09:00:00,23.6,2.7,437.0,0
2023-06-14 10:00:00,24.7,2.5,587.0,43
2023-06-14 11:00:00,25.5,3.1,601.0,19
2023-06-14 12:00:00,25.6,3.3,629.0,49
2023-06-14 13:00:00,25.7,5.0,629.0,100
2023-06-14 14:00:00,25.8,10.8,598.0,36
2023-06-14 15:00:00,24.0,18.9,514.0,47
2023-06-14 16:00:00,23.5,14.2,369.0,100
2023-06-14 17:00:00,23.2,12.7,274.0,100
2023-06-14 18:00:00,22.7,10.3,158.0,17
2023-06-14 19:00:00,22.0,8.0,49.0,24
2023-06-14 20:00:00,21.5,3.6,6.0,11
2023-06-14 21:00:00,20.9,5.8,0.0,13
2023-06-14 22:00:00,21.5,3.6,0.0,94
2023-06-14 23:00:00,21.5,0.8,0.0,89
2023-06-15 00:00:00,20.5,2.1,0.0,24
2023-06-15 01:00:00,19.5,3.5,0.0,0
2023-06-15 02:00:00,19.1,3.4,0.0,14
2023-06-15 03:00:00,19.2,2.4,0.0,0
2023-06-15 04:00:00,18.9,1.6,0.0,0
2023-06-15 05:00:00,18.6,4.7,0.0,0
2023-06-15 06:00:00,19.6,5.4,13.0,28
2023-06-15 07:00:00,21.9,4.8,106.0,100
2023-06-15 08:00:00,23.2,2.4,224.0,4
2023-06-15 09:00:00,23.8,10.6,415.0,10
2023-06-15 10:00:00,24.6,6.6,556.0,9
2023-06-15 11:00:00,25.9,6.5,699.0,22
2023-06-15 12:00:00,26.6,9.8,776.0,1
2023-06-15 13:00:00,26.4,16.2,736.0,27
2023-06-15 14:00:00,25.8,17.6,668.0,34
2023-06-15 15:00:00,25.1,14.2,457.0,100
2023-06-15 16:00:00,25.0,13.0,300.0,100
2023-06-15 17:00:00,25.7,16.1,51.0,100
2023-06-15 18:00:00,25.3,6.8,30.0,100
2023-06-15 19:00:00,23.9,7.9,18.0,26
2023-06-15 20:00:00,23.1,1.1,6.0,0
2023-06-15 21:00:00,21.4,5.6,0.0,1
2023-06-15 22:00:00,20.5,7.8,0.0,18
2023-06-15 23:00:00,19.5,6.0,0.0,0
2023-06-16 00:00:00,18.9,1.8,0.0,23
2023-06-16 01:00:00,18.9,1.9,0.0,54
2023-06-16 02:00:00,18.7,0.8,0.0,43
2023-06-16 03:00:00,19.5,7.7,0.0,44
2023-06-16 04:00:00,19.2,11.4,0.0,29
2023-06-16 05:00:00,18.8,14.3,0.0,42
2023-06-16 06:00:00,20.0,16.4,11.0,35
2023-06-16 07:00:00,21.9,13.8,73.0,47
2023-06-16 08:00:00,23.4,9.2,131.0,31
2023-06-16 09:00:00,24.8,7.3,386.0,34
2023-06-16 10:00:00,25.8,5.7,429.0,47
2023-06-16 11:00:00,26.9,3.9,500.0,51
2023-06-16 12:00:00,27.2,2.6,485.0,36
2023-06-16 13:00:00,27.5,3.1,456.0,36
2023-06-16 14:00:00,25.7,3.8,563.0,86
2023-06-16 15:00:00,26.1,3.2,389.0,82
2023-06-16 16:00:00,26.2,8.4,352.0,92
2023-06-16 17:00:00,26.0,9.0,162.0,78
2023-06-16 18:00:00,25.0,8.3,71.0,49
2023-06-16 19:00:00,22.4,14.5,30.0,20
2023-06-16 20:00:00,22.0,10.8,6.0,16
2023-06-16 21:00:00,21.8,8.7,0.0,14
2023-06-16 22:00:00,22.2,4.7,0.0,3
2023-06-16 23:00:00,20.9,8.0,0.0,0
2023-06-17 00:00:00,20.2,10.2,0.0,1
2023-06-17 01:00:00,19.6,10.3,0.0,0
2023-06-17 02:00:00,20.2,8.3,0.0,3
2023-06-17 03:00:00,19.8,4.8,0.0,42
2023-06-17 04:00:00,19.1,1.3,0.0,27
2023-06-17 05:00:00,19.5,3.8,0.0,35
2023-06-17 06:00:00,19.4,5.7,9.0,32
2023-06-17 07:00:00,20.9,7.8,74.0,29
2023-06-17 08:00:00,22.0,7.4,176.0,74
2023-06-17 09:00:00,23.1,6.6,256.0,100
2023-06-17 10:00:00,24.0,10.1,276.0,100
2023-06-17 11:00:00,24.5,14.2,128.0,100
2023-06-17 12:00:00,24.2,8.8,354.0,90
2023-06-17 13:00:00,23.4,15.5,261.0,76
2023-06-17 14:00:00,22.4,8.6,333.0,100
2023-06-17 15:00:00,23.5,5.2,33.0,99
2023-06-17 16:00:00,22.8,10.3,78.0,100
2023-06-17 17:00:00,22.0,10.8,102.0,100
2023-06-17 18:00:00,21.2,10.7,19.0,99
2023-06-17 19:00:00,21.6,12.1,22.0,90
2023-06-17 20:00:00,20.6,16.4,5.0,88
2023-06-17 21:00:00,19.9,14.1,0.0,62
2023-06-17 22:00:00,19.5,13.0,0.0,51
2023-06-17 23:00:00,19.5,14.0,0.0,81
2023-06-18 00:00:00,19.2,13.5,0.0,74
2023-06-18 01:00:00,19.2,12.4,0.0,76
2023-06-18 02:00:00,18.8,11.2,0.0,61
2023-06-18 03:00:00,19.3,11.2,0.0,71
2023-06-18 04:00:00,19.3,11.0,0.0,95
2023-06-18 05:00:00,19.0,12.6,0.0,76
2023-06-18 06:00:00,19.3,15.4,5.0,64
2023-06-18 07:00:00,19.2,14.0,32.0,83
2023-06-18 08:00:00,18.9,11.0,71.0,99
2023-06-18 09:00:00,19.3,16.9,27.0,100
2023-06-18 10:00:00,19.6,22.8,74.0,100
2023-06-18 11:00:00,20.9,17.8,144.0,100
2023-06-18 12:00:00,20.5,13.3,67.0,100
2023-06-18 13:00:00,20.8,14.9,47.0,100
2023-06-18 14:00:00,21.5,14.4,14.0,100
2023-06-18 15:00:00,22.2,12.4,287.0,100
2023-06-18 16:00:00,23.2,12.9,327.0,94
2023-06-18 17:00:00,24.0,15.7,310.0,25
2023-06-18 18:00:00,23.6,17.7,195.0,4
2023-06-18 19:00:00,22.6,16.8,80.0,0
2023-06-18 20:00:00,20.8,14.6,8.0,0
2023-06-18 21:00:00,19.6,12.7,0.0,0
2023-06-18 22:00:00,18.8,14.9,0.0,0
2023-06-18 23:00:00,18.1,14.0,0.0,0
2023-06-19 00:00:00,17.5,13.9,0.0,0
2023-06-19 01:00:00,17.2,14.7,0.0,0
2023-06-19 02:00:00,17.1,14.7,0.0,0
2023-06-19 03:00:00,17.9,13.4,0.0,0
2023-06-19 04:00:00,18.9,12.1,0.0,0
2023-06-19 05:00:00,19.8,9.9,0.0,0
2023-06-19 06:00:00,19.0,7.9,13.0,0
2023-06-19 07:00:00,21.0,7.1,109.0,0
2023-06-19 08:00:00,22.6,6.4,269.0,0
2023-06-19 09:00:00,24.5,9.4,439.0,0
2023-06-19 10:00:00,25.9,9.4,593.0,0
2023-06-19 11:00:00,27.0,9.4,713.0,0
2023-06-19 12:00:00,27.9,13.0,789.0,25
2023-06-19 13:00:00,28.1,17.2,758.0,31
2023-06-19 14:00:00,27.1,16.2,695.0,26
2023-06-19 15:00:00,26.0,14.0,457.0,55
2023-06-19 16:00:00,25.6,14.0,363.0,31
2023-06-19 17:00:00,25.1,19.5,258.0,13
2023-06-19 18:00:00,24.0,20.5,208.0,7
2023-06-19 19:00:00,23.0,11.2,86.0,4
2023-06-19 20:00:00,21.8,4.5,8.0,0
2023-06-19 21:00:00,21.0,1.4,0.0,0
2023-06-19 22:00:00,20.6,3.3,0.0,0
2023-06-19 23:00:00,20.1,5.4,0.0,0
2023-06-20 00:00:00,20.2,5.1,0.0,0
2023-06-20 01:00:00,20.7,6.1,0.0,0
2023-06-20 02:00:00,20.5,2.9,0.0,0
2023-06-20 03:00:00,20.1,2.5,0.0,0
2023-06-20 04:00:00,20.8,2.9,0.0,0
2023-06-20 05:00:00,20.9,3.4,0.0,0
2023-06-20 06:00:00,20.4,3.5,14.0,0
2023-06-20 07:00:00,22.5,2.9,111.0,0
2023-06-20 08:00:00,24.5,1.8,272.0,0
2023-06-20 09:00:00,25.6,2.7,446.0,0
2023-06-20 10:00:00,26.8,6.3,603.0,26
2023-06-20 11:00:00,28.4,7.6,723.0,48
2023-06-20 12:00:00,29.4,8.7,752.0,6
2023-06-20 13:00:00,29.4,17.2,773.0,4
2023-06-20 14:00:00,27.2,28.1,693.0,55
2023-06-20 15:00:00,26.5,20.5,542.0,13
2023-06-20 16:00:00,27.0,13.6,380.0,18
2023-06-20 17:00:00,26.5,14.0,339.0,16
2023-06-20 18:00:00,25.2,14.8,236.0,7
2023-06-20 19:00:00,23.8,13.5,91.0,2
2023-06-20 20:00:00,22.4,7.4,8.0,0
2023-06-20 21:00:00,21.6,3.1,0.0,0
2023-06-20 22:00:00,20.9,3.3,0.0,0
2023-06-20 23:00:00,20.5,5.5,0.0,0
2023-06-21 00:00:00,20.1,6.8,0.0,0
2023-06-21 01:00:00,19.8,7.2,0.0,0
2023-06-21 02:00:00,20.0,3.1,0.0,0
2023-06-21 03:00:00,20.0,3.2,0.0,0
2023-06-21 04:00:00,19.5,3.2,0.0,0
2023-06-21 05:00:00,19.0,5.2,0.0,0
2023-06-21 06:00:00,20.0,4.8,13.0,0
2023-06-21 07:00:00,22.8,6.9,108.0,0
2023-06-21 08:00:00,24.8,2.9,266.0,2
2023-06-21 09:00:00,26.0,1.9,435.0,1
2023-06-21 10:00:00,27.5,3.6,576.0,54
2023-06-21 11:00:00,28.5,7.8,613.0,38
2023-06-21 12:00:00,29.4,10.2,712.0,26
2023-06-21 13:00:00,29.8,8.7,688.0,42
2023-06-21 14:00:00,28.2,21.6,673.0,11
2023-06-21 15:00:00,27.9,22.6,610.0,28
2023-06-21 16:00:00,27.7,18.8,558.0,7
2023-06-21 17:00:00,27.6,13.3,420.0,4
2023-06-21 18:00:00,27.5,10.2,252.0,4
2023-06-21 19:00:00,26.5,7.7,97.0,2
2023-06-21 20:00:00,25.2,3.5,9.0,1
2023-06-21 21:00:00,23.3,2.0,0.0,0
2023-06-21 22:00:00,22.0,3.9,0.0,0
2023-06-21 23:00:00,20.5,5.2,0.0,0
2023-06-22 00:00:00,19.2,6.3,0.0,0
2023-06-22 01:00:00,18.6,8.9,0.0,0
2023-06-22 02:00:00,18.9,6.1,0.0,0
2023-06-22 03:00:00,19.9,6.6,0.0,0
2023-06-22 04:00:00,19.5,7.5,0.0,0
2023-06-22 05:00:00,19.0,9.7,0.0,0
2023-06-22 06:00:00,20.1,11.2,14.0,0
2023-06-22 07:00:00,23.8,10.5,110.0,0
2023-06-22 08:00:00,26.1,5.8,268.0,0
2023-06-22 09:00:00,28.0,5.0,438.0,0
2023-06-22 10:00:00,30.0,8.4,593.0,0
2023-06-22 11:00:00,31.0,16.0,712.0,0
2023-06-22 12:00:00,32.2,18.1,787.0,13
2023-06-22 13:00:00,32.4,21.0,785.0,0
2023-06-22 14:00:00,32.7,16.9,763.0,0
2023-06-22 15:00:00,32.8,15.1,708.0,0
2023-06-22 16:00:00,32.2,13.7,580.0,0
2023-06-22 17:00:00,31.4,12.5,423.0,0
2023-06-22 18:00:00,30.6,13.2,251.0,0
2023-06-22 19:00:00,29.3,13.6,95.0,0
2023-06-22 20:00:00,27.2,14.8,9.0,0
2023-06-22 21:00:00,25.6,15.3,0.0,0
2023-06-22 22:00:00,24.1,13.9,0.0,0
2023-06-22 23:00:00,22.9,12.6,0.0,0
2023-06-23 00:00:00,22.1,11.9,0.0,0
2023-06-23 01:00:00,21.6,10.8,0.0,0
2023-06-23 02:00:00,21.4,8.3,0.0,0
2023-06-23 03:00:00,22.5,11.3,0.0,0
2023-06-23 04:00:00,22.4,13.1,0.0,0
2023-06-23 05:00:00,22.1,13.4,0.0,0
2023-06-23 06:00:00,23.4,13.5,13.0,0
2023-06-23 07:00:00,25.8,12.1,106.0,0
2023-06-23 08:00:00,27.7,8.3,262.0,0
2023-06-23 09:00:00,29.4,12.9,432.0,0
2023-06-23 10:00:00,30.4,17.1,585.0,1
2023-06-23 11:00:00,31.1,17.7,695.0,1
2023-06-23 12:00:00,32.2,18.3,776.0,0
2023-06-23 13:00:00,32.8,19.7,805.0,2
2023-06-23 14:00:00,32.8,20.8,775.0,0
2023-06-23 15:00:00,32.7,17.2,679.0,12
2023-06-23 16:00:00,32.2,13.0,572.0,11
2023-06-23 17:00:00,31.8,12.0,420.0,3
2023-06-23 18:00:00,31.2,12.6,252.0,13
2023-06-23 19:00:00,30.3,11.8,96.0,21
2023-06-23 20:00:00,28.9,11.6,9.0,4
2023-06-23 21:00:00,27.1,9.7,0.0,0
2023-06-23 22:00:00,25.2,10.1,0.0,0
2023-06-23 23:00:00,23.4,10.5,0.0,0
2023-06-24 00:00:00,22.0,11.5,0.0,0
2023-06-24 01:00:00,21.0,11.7,0.0,0
2023-06-24 02:00:00,21.1,7.2,0.0,0
2023-06-24 03:00:00,21.5,5.6,0.0,0
2023-06-24 04:00:00,21.0,4.8,0.0,0
2023-06-24 05:00:00,20.4,5.3,0.0,0
2023-06-24 06:00:00,21.0,7.8,14.0,0
2023-06-24 07:00:00,25.0,9.3,114.0,0
2023-06-24 08:00:00,27.9,5.8,277.0,0
2023-06-24 09:00:00,29.8,6.8,450.0,0
2023-06-24 10:00:00,31.2,7.5,605.0,0
2023-06-24 11:00:00,32.5,9.3,728.0,0
2023-06-24 12:00:00,33.0,9.5,806.0,0
2023-06-24 13:00:00,33.5,5.0,829.0,4
2023-06-24 14:00:00,33.1,11.8,797.0,13
2023-06-24 15:00:00,31.7,19.0,715.0,31
2023-06-24 16:00:00,31.6,10.3,577.0,57
2023-06-24 17:00:00,31.0,10.2,422.0,32
2023-06-24 18:00:00,30.6,8.6,251.0,21
2023-06-24 19:00:00,30.5,10.8,96.0,2
2023-06-24 20:00:00,29.3,10.1,10.0,0
2023-06-24 21:00:00,28.3,6.6,0.0,0
2023-06-24 22:00:00,26.8,13.6,0.0,0
2023-06-24 23:00:00,26.1,8.4,0.0,0
2023-06-25 00:00:00,25.4,5.5,0.0,0
2023-06-25 01:00:00,25.0,4.7,0.0,0
2023-06-25 02:00:00,24.9,5.6,0.0,0
2023-06-25 03:00:00,24.4,3.8,0.0,0
2023-06-25 04:00:00,23.5,3.1,0.0,0
2023-06-25 05:00:00,23.0,6.6,0.0,0
2023-06-25 06:00:00,24.1,5.0,14.0,0
2023-06-25 07:00:00,26.0,1.1,111.0,0
2023-06-25 08:00:00,27.6,6.7,273.0,0
2023-06-25 09:00:00,29.0,7.9,444.0,0
2023-06-25 10:00:00,30.6,5.4,598.0,0
2023-06-25 11:00:00,32.5,12.5,720.0,0
2023-06-25 12:00:00,31.6,17.9,738.0,35
2023-06-25 13:00:00,33.0,4.3,671.0,67
2023-06-25 14:00:00,31.3,19.3,694.0,76
2023-06-25 15:00:00,31.2,17.3,370.0,85
2023-06-25 16:00:00,30.2,22.3,258.0,95
2023-06-25 17:00:00,29.3,19.5,253.0,100
2023-06-25 18:00:00,28.4,14.4,99.0,15
2023-06-25 19:00:00,27.5,14.4,53.0,78
2023-06-25 20:00:00,26.6,10.8,6.0,79
2023-06-25 21:00:00,26.1,4.9,0.0,77
2023-06-25 22:00:00,25.5,4.5,0.0,100
2023-06-25 23:00:00,25.0,3.6,0.0,100
2023-06-26 00:00:00,24.6,0.4,0.0,99
2023-06-26 01:00:00,24.2,7.2,0.0,13
2023-06-26 02:00:00,24.5,4.2,0.0,10
2023-06-26 03:00:00,24.5,8.9,0.0,30
2023-06-26 04:00:00,24.1,7.9,0.0,36
2023-06-26 05:00:00,23.1,17.0,0.0,30
2023-06-26 06:00:00,24.4,24.5,9.0,6
2023-06-26 07:00:00,26.2,15.9,96.0,100
2023-06-26 08:00:00,27.0,13.0,138.0,30
2023-06-26 09:00:00,28.3,12.2,339.0,12
2023-06-26 10:00:00,29.8,12.3,545.0,3
2023-06-26 11:00:00,30.0,16.4,610.0,30
2023-06-26 12:00:00,31.0,13.2,527.0,11
2023-06-26 13:00:00,31.5,18.6,544.0,33
2023-06-26 14:00:00,22.4,6.9,598.0,36
2023-06-26 15:00:00,28.0,3.9,477.0,19
2023-06-26 16:00:00,29.6,4.4,489.0,38
2023-06-26 17:00:00,30.2,4.3,340.0,70
2023-06-26 18:00:00,28.9,1.5,172.0,43
2023-06-26 19:00:00,27.8,7.4,71.0,54
2023-06-26 20:00:00,26.5,12.8,7.0,35
2023-06-26 21:00:00,25.8,13.9,0.0,9
2023-06-26 22:00:00,25.5,13.0,0.0,1
2023-06-26 23:00:00,24.6,13.3,0.0,0
2023-06-27 00:00:00,23.8,12.2,0.0,1
2023-06-27 01:00:00,23.0,11.6,0.0,1
2023-06-27 02:00:00,22.9,6.1,0.0,0
2023-06-27 03:00:00,22.9,7.1,0.0,1
2023-06-27 04:00:00,22.5,6.5,0.0,2
2023-06-27 05:00:00,22.1,7.1,0.0,0
2023-06-27 06:00:00,22.5,8.8,12.0,0
2023-06-27 07:00:00,24.2,6.1,104.0,2
2023-06-27 08:00:00,25.9,5.5,259.0,3
2023-06-27 09:00:00,27.4,9.3,419.0,9
2023-06-27 10:00:00,28.4,13.6,539.0,19
2023-06-27 11:00:00,29.4,13.3,587.0,25
2023-06-27 12:00:00,30.2,10.5,676.0,41
2023-06-27 13:00:00,30.6,6.2,731.0,52
2023-06-27 14:00:00,29.0,9.2,624.0,45
2023-06-27 15:00:00,30.4,6.2,545.0,43
2023-06-27 16:00:00,30.5,4.8,484.0,34
2023-06-27 17:00:00,30.1,4.4,367.0,44
2023-06-27 18:00:00,29.5,8.0,201.0,34
2023-06-27 19:00:00,28.2,10.8,76.0,62
2023-06-27 20:00:00,26.3,9.5,8.0,4
2023-06-27 21:00:00,26.3,2.3,0.0,1
2023-06-27 22:00:00,25.6,1.8,0.0,1
2023-06-27 23:00:00,23.0,4.5,0.0,0
2023-06-28 00:00:00,22.0,4.8,0.0,0
2023-06-28 01:00:00,21.0,4.0,0.0,0
2023-06-28 02:00:00,20.9,4.0,0.0,0
2023-06-28 03:00:00,21.6,4.1,0.0,0
2023-06-28 04:00:00,21.1,1.8,0.0,0
2023-06-28 05:00:00,20.7,2.8,0.0,0
2023-06-28 06:00:00,21.9,2.7,13.0,0
2023-06-28 07:00:00,24.4,2.5,111.0,0
2023-06-28 08:00:00,25.9,3.3,275.0,0
